"","text"
"548","Malam ini ke @Plaza_Festival mampir ke @BakmiGM @MinisoIndonesia @BreadtalkIndo pake promo @gopayindonesia"
"549","@FirhanIqbal3 @ovo_id @gopayindonesia @linkaja Hai, Mas Firhan. Apakah ada yang bisa dibantu terkait produk dan layanan Telkomsel? :) -Greta"
"550","@Dediez_Riyanto @CeuAryani @linkaja @ovo_id @gopayindonesia [2] Silakan kirim via DM 
agar data terjaga. https://t.co/TQOtR8EsXb . Tks :) -Eri"
"551","@cooventia @gopayindonesia Hai, Mohon maaf atas ketidaknyamanannya. Mengenai keluhan tidak bisa melakukan pembayaran KartuHalo via GoPay, infokan data berikut via DM agar privasi terjaga:
1. Nomor,
2. Nama,
3. Tempat dan tanggal lahir,
4. Nominal tagihan terakhir. Tks :) -Rezel"
"552","Kaya males gitu yah karyawan kalian @dcost_seafood yg di lippo kramat jati karna gw mau bayar pake @gopayindonesia . Ga ush ada promo klo gitu."
"553","@gopayindonesia cek dm min"
"554","Terima kasih @gopayindonesia"
"555","@sahabatalfamart gimana nih kelanjutan kisah saya belanja pake @gopayindonesia transaksi gagal di kasir tpi sudah memotong saldo gopay saya? sudah mau 2 bulan loh kjdian tgl 1 jan tpi gaada kejelasan!!!! jahaatt kecewaa kerja ga becus!!!!"
"556","@gopayindonesia @PakAjiMumpung untuk kota Solo dimana aja ya promonya?"
"557","@gopayindonesia kok gabisa bayar ya? padahal saldo gopaynya cukup https://t.co/WXxwBnDtl0"
"558","@gopayindonesia @Telkomsel apa lagi ada kendala ? Mau bayar kartu halo via gopay, iconnya jadi grey. Kapan bisa normal lagi ? https://t.co/fhOv0QoJBx"
"559","@gopayindonesia tambahin fitur buat isi saldo via BRI Virtual Akun (BRIVA) dong..."
"560","@linkaja aplikasi gk guna, sring error, lelot, mending @gopayindonesia ato @ovo_id bnyak promo bisa d pke d mna2 sperti @alfamart ,mantap lah <U+0001F44D>"
"561","@14440USD @gopayindonesia Patrap nollll wkwkwk"
"562","@AzizTarmizi @gopayindonesia Ajis"
"563","Mumpung #GOPAYpayday 50% lumayan lah, gak antri juga.

Makasih @gopayindonesia , jangan pernah bosen kasih diskon gopayday begini, yaa <U+263A><U+FE0F> https://t.co/I9DZuzFQ10"
"564","@ChatimeIndo x @gopayindonesia 50% Cashback.
Malam Jumat Aman <U+0001F642> https://t.co/zNPpyFJ3EI"
"565","Kalau mau apa-apa besok ya soalnya ada promo @gopayindonesia sama @OVO hehehe @riana_kharisma https://t.co/dtS59xkp5J"
"566","@gopayindonesia @tahilalats Dear gopay apakah pembayaran kartu halo masih belum bisa ?"
"567","@gopayindonesia saya pakai gopay di ayam tulang lunak hayam wuruk BTC Bintaro tidak dapet 50% cashback. Mohon bantuannya"
"568","@oranggadabener @gopayindonesia TERSERAH LU ANJRED.

LA ANJRED LU JD PROMOSI GINU CUY"
"569","@ngatauuu Y UDH INI KITA MO PAKE CAPSLOCK TEROS ATAU GIMANA BRO? GUE CAPE BACA CAPSLOCK NEH.

BELI NJAY CUMA 31K, ADA CASHABCK 50% PAKE @gopayindonesia LAGI AMPE BESOK!! *free ad wtf"
"570","Berkat @gopayindonesia payday, aku jadi berasa orang kaya dalam sehari. Makan enak seharian tapi tetap hemat <U+2764>
#2019AjiMumpung @PakAjiMumpung https://t.co/igOCcbRkiO"
"571","@PakAjiMumpung pak gopay payday adain lagi dong cashback 50% mcd biar #2019AjiMumpung :(
cc: @gopayindonesia"
"572","Tadi pagi top-up @gopayindonesia  guna diskonan @Transsemarang (((sobat misqueen memang)))

Barusan, ada info masalah e-card brt :)

Bisa ga si saldo gopay ditransfer ke e-card brt? Wkwk"
"573","Makasih akhir bulannya<U+0001F601> @gopayindonesia https://t.co/p1HBlKS672"
"574","Makasih @gopayindonesia jadi ngirit di akhir bulan https://t.co/GeQjIw0z7U"
"575","Alhamdulillah di tanggal tua. @gopayindonesia https://t.co/gBE2yfNiVh"
"576","@maliaakhan @gojekindonesia @gopayindonesia Saldonya hrs di atas 10rb ..."
"577","Saya gak lupa kok @gojekindonesia @gopayindonesia, tapi emang gaada duit. https://t.co/02QLtKC7vY"
"578","Hey @gopayindonesia  @BankBTNcoid bekerjasamalah dan buatlah promo pembayaran cicilan rumah dengan cashback 50%. Amin"
"579","@gopayindonesia alfamart ga ada kesbek 50% nih.. gimana ni @Indomaret"
"580","Terima kasih @gopayindonesia berkat promo nya hehe https://t.co/wbej9P1oXY"
"581","@gopayindonesia @__MRaZ @lambeonlen @gojekindonesia Ya elah mimin..promosi terooosss"
"582","definisi akhir bulan yg membahagiakan terimaksih @gopayindonesia <U+0001F601> https://t.co/rH7B9gr6D6"
"583","@gopayindonesia @PakAjiMumpung Yallah makasih <U+0001F62D>"
"584","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/8Wulkmi9ER"
"585","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/5Npe5uN5TA"
"586","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/tizCZtmJJq"
"587","@tanlixia00 @gopayindonesia Ayo ayo di coba, sangat pas untuk kantong akhir bulan hahahahah <U+0001F601><U+0001F923>"
"588","@tanlixia00 @gopayindonesia Tiap bulan kadang Merchant yg ada promo Gopay Paydanya beda beda mbak, kadang juga sama.

Di cek aja di page @gopayindonesia atau di instagram <U+0001F60A>"
"589","@tanlixia00 @gopayindonesia Setelah di klik Buy Vouchernya, bisa di cek dan ditunjukkan ke kasir Burger Kingnya. 

Nanti di validasi sama kasir atau Staffnya, beres deh.

Untuk menu vouchernya ada di My Voucher di bagian Account. https://t.co/Q7IFWo1G7F"
"590","@tanlixia00 Iya mbak, kalau sistem cashback langsung balik kok.

Ini ada juga saya liat promo GO-Deals. Jadi kita bisa beli misalnya voucher Burger King yg tadinya 34k, cuma dengan harga 20k dengan @gopayindonesia 

Tinggal klik iconnya, nanti ada tulisan 'Buy Voucher' <U+0001F60A> https://t.co/QtEGmEp54r"
"591","@deviiydenyont @gopayindonesia Ah terimakasih, auto nyoba:')"
"592","@deviiydenyont @gopayindonesia Hmm kalau promo payday bisa dipake disemua merchant gopay kah?"
"593","@PakAjiMumpung @gopayindonesia pasti<U+0001F44C> #2019AjiMumpung"
"594","@gopayindonesia cek dm"
"595","@gopayindonesia Malang gk ada min?"
"596","@bangunparinata @gopayindonesia awas nagih <U+0001F602>"
"597","Jajan hari ini penuh dengan cashback, terima kasih @gopayindonesia <U+0001F60A>"
"598","@gopayindonesia gopayday itu per hari ato per periode promo cashback 50%nya?? Saya hr ni belanja dapat di merchant a.. besok dpt lg di merchant a?"
"599","Terima kasih promonya @gopayindonesia , saya sobat warteg jadi bisa beli raja burger <U+0001F60C> https://t.co/RBq53BTn0x"
"600","@gopayindonesia Om, kenapa pdam tangerang ga ada di go bills ya? Padahal aku mau menikmati promo go bills:("
"601","@gopayindonesia saya belanja di Alfamart 50.000, kok voucher 100.000 nya belum masuk yaa"
"602","@gopayindonesia KENAPA @alfamart gak masuk #GOPAYpayday??? <U+0001F914><U+0001F914><U+0001F914>"
"603","@maliaakhan @gojekindonesia @gopayindonesia Gak ada saldo mengendap.

Cuma sebelum potong diskon, sisa saldo harus sama dengan harga produk yang mau dibeli."
"604","@lambeonlen @gopayindonesia @gojekindonesia gimana nih? <U+0001F602>"
"605","@gojekindonesia @gopayindonesia drtd sy mau upload ktp utk upgrade akun gopay tp terus2an ditolak ktny ""Dokumen ID yang digunakan rusak"" padahal tulisannya masi jelas n ga ada syarat bahwa Dokumennya harus masih dlm mint condition. Kenapa malah dipersulit gini sih??"
"606","@gopayindonesia @gojekindonesia foto KTP saya sudah jelas dan tidak blur tapi kok masi dibilang rusak? kan syaratnya tulisannya bisa dibaca dengan jelas. KTP ini saya pake untuk daftar di aplikasi lain aja bisa, kok GOJEK ga bisa?? kalo bukan mempersulit, apa namanya???"
"607","@gopayindonesia mn promo 50% haizz maks 20rb?
#GOPAYpayday https://t.co/rWkmWG35Os"
"608","@gopayindonesia promox wah 50% giliran mkn 200an cm dpt maks 20rb *payah"
"609","Adakah saldo minimal mengendap untuk gopay? @gojekindonesia @gopayindonesia https://t.co/E6yE3IJ3Fy"
"610","@febrithong @gojekindonesia @gopayindonesia Diwoco tong"
"611","@maliaakhan @gojekindonesia @gopayindonesia Rugokno luck.."
"612","#TahukahKamu Koalisi Seni kini telah bekerja sama dengan @gopayindonesia untuk menerima donasi melalui QR Code!

Caranya mudah, hanya dengan melakukan langkah-langkah berikut:"
"613","@gopayindonesia Berlaku sampe 3 mar 2019, sekarangkan 28 feb 2019? https://t.co/uIHrcDC1xW"
"614","@gopayindonesia min seminggu yg lalu saya input code yesnyala kok kuponnya ilang, padahal blom di pake"
"615","@gopayindonesia Tadi salah SS https://t.co/KER2KocEYT"
"616","@Mr_Enjoy_Aja @gopayindonesia @GokanaResto @TUNJUNGANPLAZA Anjiiir cash back nya...."
"617","Warung pinggir jalan iniiiiii
 I love it... @gopayindonesia https://t.co/LPU3kMw972"
"618","@gopayindonesia saya update gopay kok begini terus nih dari tahun kemarin??? Mention twitter dari tahun lalu juga gak dibales! Gimana sih? https://t.co/BipAK1g1Nb"
"619","@gopayindonesia Udah sy dm ya min."
"620","@gopayindonesia Saya coba isi form tapi tidak bisa terkirim"
"621","@gojekindonesia @gopayindonesia saya isi pulsa sudah lebih dari 1 jam belum masuk juga. Tolong dibantu. Terima kasih."
"622","@gopayindonesia Gak di kasih duit jajan nya sekalian kak? <U+0001F92A>. Becanda. Siap. Makasih kak"
"623","@gopayindonesia misi kak mau tanya apa kah #GOPAYpayday bisa lewat go food? Atau harus ke tkp sendiri? Terima kasij"
"624","jangan lupa hari ini #GOPAYpayday yaa, bayar ini itu dapet cashback gede borrr. barusan bayar tagihan.... windows nih. 

cek promo lengkapnya dimari @gopayindonesia https://t.co/wXdhky2nMg"
"625","@gopayindonesia min gopayday termasuk di karawang juga ga?"
"626","@gopayindonesia Ini berlaku di seluruh borma atau hanya beberapa saja?"
"627","Hemmm gw pikir promo @gopayindonesia itu tgl 28 29 30 februari, 1 maret...
Dan gw baru inget kalo februari cuma ampe tgl 28 doang...

SUEK"
"628","Cash back @gopayindonesia yg bikin rajin dateng @alfamart hehehe.... 

#HidupHemat"
"629","@ramayanads @gopayindonesia Wah"
"630","@persebayastore @GOPAY_ID @gopayindonesia Cashback max 20rb....teleeekkk"
"631","@gojekindonesia @gopayindonesia kak tolong tanya utk CIRCLE K-POP MART PETRA GUNUNG PASIR (jalan siwalankerto blok A/7 kel. Siwalankerto, kecamatan Wonocolo Surabaya) apakah berlaku payday cashback 50% ?
Terakhir saya transaksi disana tdk mendapat cashback"
"632","@gopayindonesia Done"
"633","@gopayindonesia ini knp dah error mulu? Mau beli paket nih https://t.co/K6sg08Sy46"
"634","@gopayindonesia apakah ada maksimal transaksi untuk mendapatkan cashback di setiap tempat yg disupport gopay?"
"635","@gopayindonesia saya sudah menyelesaikan transaksi dan menutup aplikasi setelah transaksi dan menunggu 1 jam lalu membuka kembali aplikasi tersebut tp kenapa masih blm dapet voucher cashback 100rb ya?"
"636","@gopayindonesia min mau tanya kalo isi gopay via bank kena biaya admin ga ya?kalo kena biasanya kena berapa?"
"637","@gopayindonesia saya belum pernah pakai gopay untuk transaksi di alfamart, jadi saya hanya perlu belanja seperti biasa dan langsung bayar menggunakan gopay saja ya?tidak perlu bilang dikasir bahwa saya ingin dapat voucher cashback yg 100k?"
"638","Ralat:

Twitter, please do your magic.

Mba yang sangat haus akan ilmu ini sangat mendambakan buku baru guna mengisi kekosongan hatinya. Untuk itu, sudikah kiranya @gojekindonesia @gopayindonesia memberikan ia sedikit tambahan saldo gopay untuk membeli buku yang ia idam-idamkan? https://t.co/p3bBvA5vd3"
"639","@ramayanads @gopayindonesia Ada promo special gk min"
"640","@gopayindonesia Max cashback berapa ya?"
"641","@gojekindonesia @gopayindonesia gimana sih ini min? Pertanyaaan saya dr kmrn kok tidak direspon dan ditanggapi.. saya sudah dm jg.. tolong donk pelayanannya..!"
"642","@gojekindonesia @gopayindonesia, kmrn hari sabtu tgl 23 feb 2019, saya melakukan pembelanjaan di alfamart menggunakan gopay utk pertama kalinya.. tp knp sampai skrg saya belum mendapatkan voucher Rp 100.000 ??? Saya sudah tunggu 2x24 jam.. Tolong dicek dan direspon.. thx.."
"643","@gcrcloud_id @gcrcloud @gopayindonesia Ikutan min, my IG @kriztian.ig <U+0001F642>"
"644","@gojekindonesia @gopayindonesia 
Gimana tanggapannya? https://t.co/obGW7uFgo9"
"645","Isi saldo @funworld mu dengan @gopayindonesia dan dapatkan Cashback 50%!

Funworld
Lt.LG Blok C
TM Mangga 2 Square
https://t.co/yIkk3WAB7B https://t.co/kSqea86DBd"
"646","@gopayindonesia Saya sudah 2x email mengadukan masalah isi saldo gopay blm ada tanggapan..gimana ini"
"647","@gopayindonesia Telp terdaftar 081802223775
email : paprikaabc@gmail.com
no aduan: 06826498"
"648","@gojekindonesia min
Utk @gojekpromo cashback alfamart promo gantung hanya berlaku utk pengguna baru yg blm transaksi menggunakan @gopayindonesia utk bayar?
Atau promo Gantung berlaku jg utk pengguna lama?"
"649","@Liputan9 @PakAjiMumpung @gopayindonesia yes... yesssss... warteg selalu di hati"
"650","@gopayindonesia Ini kenapa saya mau beli pulsa, gopay dah sesuai tagihan, dibilang gak cukup? DM ya min, tq. https://t.co/KaOmBo3UoW"
"651","@gopayindonesia favorit gw mah Auntie Anne’s <U+0001F60B>"
"652","@gopayindonesia @gojekindonesia Udah min, ditunggu info selanjutnya..."
"653","@gopayindonesia @gojekindonesia Tombol cancelnya ada dimana? Udah paling baru ini v3.22.1 / 7 feb... Tombol cancel status trx in progress kaga ada.. bantuan dong, saldo gopay udah kepotong ini... https://t.co/QhOfbWIz0z"
"654","@gopayindonesia Menu bantuan isinya ginian doang huf, mimin @gojekindonesia di DM slorespon https://t.co/DEIsbpsLNE"
"655","@gojekindonesia basi lu min, ga gercep kaya admin @gopayindonesia *jempol kebalik*"
"656","@gojekindonesia @gopayindonesia min, kalo isi pulsa salah nomor gmn ya? Haha.. tapi itu nomor yg salah pun invalid kok, bisa minta rikwes kensel langsung ga? https://t.co/rOuhG3zZMX"
"657","@gojekindonesia @gopayindonesia mau in progress sampe kapan deh, udah tau nomornya invalid <U+0001F610> https://t.co/ZCLIZ4pMBT"
"658","@gopayindonesia @PakAjiMumpung Tarik saldo ke rekening, masih kena biaya admin min?"
"659","@wiranagara @PakAjiMumpung @gopayindonesia Hebat membuat rangkaian katanya <U+0001F60A><U+0001F44F><U+0001F44F><U+0001F34E>"
"660","@gopayindonesia @PakAjiMumpung Kapan McD masuk ke list #gopaypayday lagi min?
Yang kayak waktu itu, cashback 50% maksimal 50rb <U+0001F62D><U+0001F62D><U+0001F62D>"
"661","@gopayindonesia Semarang manaa..."
"662","@muktimm apalagi ada gopay. aku cinta @gopayindonesia <U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB>"
"663","@gopayindonesia Kenapa engga hari sabtu, jalan sama pacarnya hari sabtu :("
"664","@gopayindonesia @PakAjiMumpung Admin, cek dm aku yah makasihh"
"665","@gopayindonesia YOBE cheese tea ga ada min promo nya?"
"666","@Liputan9 @PakAjiMumpung @gopayindonesia sebanyak apapun kesbek atau diskon, tetep aja aing gabisa beli. bisa sih, paling abis beli seminggu kedepan makan sama garem."
"667","@gopayindonesia Maks cashback per merchant berapa min?"
"668","@gopayindonesia barusan belanja di Alfamart dan dapat voucher Alfamart 15rb, voucher lain didapat saat belanja lagi sebelum 3 Maret, gitu ya? Dan dapat vouchernya acak nggak bisa milih ya? <U+0001F605>"
"669","Terima Kasih @PakAjiMumpung &amp; @gopayindonesia Yang Putuskan Lingkaran Kalap Saat Gajian dan Cekak di Akhir Bulan dengan #GOPAYpayday! Mulai Besok, Silakan Kalap Karena Ada Cashback 50% di Burger King, CFC, Dcrepes, Starbucks, Yoshinoya, Chatime, Dll!"
"670","@gopayindonesia Kapan ada alfamart lagi<U+0001F61E>"
"671","Terima kasih @gopayindonesia telah mensubsidi hidupku di akhir bulan ini #GOPAYpayday https://t.co/b1yglyGmyY"
"672","@shitlicious @gopayindonesia Gramedia, Watson, century"
"673","@gopayindonesia min cashback voucher 40% lotte belum masuk padahal sudah di email ke cs nya 3 minggu lalu tapi tidak ditanggapi. Gimana ya?"
"674","@gopayindonesia @PakAjiMumpung Max cash back berapa?"
"675","@hendralm @gopayindonesia @gojekindonesia Colab ni, mungkin mamanya gopay papanya alfamart wkwkkwkwkw"
"676","akhir bulan jadi ngga terasa menyedihkan berkat @PakAjiMumpung sama @gopayindonesia yang katanya mau ngasih promo CASHBACK 50% di #GOPAYpayday. sungguh pak aji sangat mendengarkan jeritan hati para pejuang akhir bulan yang membutuhkan kemumpungan"
"677","@hendralm @gopayindonesia @gojekindonesia Knp si kek g ad nama lain aj wkwkwk"
"678","@gopayindonesia Sukabumi manaaaa <U+0001F61F><U+0001F62D>"
"679","@seterahdeh @PakAjiMumpung @gopayindonesia thx pak wkwk"
"680","@seterahdeh @PakAjiMumpung @gopayindonesia Y"
"681","@seterahdeh @PakAjiMumpung @gopayindonesia Asiiiikkkkkk"
"682","mantap ini @PakAjiMumpung x @gopayindonesia mau ngasih promo CASHBACK 50% di #GOPAYpayday. terima kasih pak, anak twitter memang butuh yang hemat2. catet ye, 28 feb &amp; 1 mar. jangan ketinggalan."
"683","@gopayindonesia tolong cek DM. Makasih"
"684","@wiranagara @PakAjiMumpung @gopayindonesia Jadi kapan @BudeSumiyati dan @PakAjiMumpung  datang membawa bahagia?"
"685","min tolong cek dm @gopayindonesia"
"686","Bagai riang yang menghapus kenang, tawa yang membilas kecewa, @PakAjiMumpung &amp; @gopayindonesia datang membawa bahagia. Lewat promo CASHBACK 50% dari #GOPAYpayday itu, tak habis terima kasihku untukmu.

Puisi ini belom habis, tunggu kedatangannya besok, manis.."
"687","@gopayindonesia min boleh cek dm, makasihh"
"688","@gopayindonesia kk kemaren saya topup 100 rb enggak masuk, error, mesti tunggu 2 hari yah"
"689","@ElHaqiem3i @linkaja @alfamart @Indomaret @gopayindonesia @ovo_id @Telkomsel @TelkomCare @TelkomIndonesia @mandiricare @kontakBRI @BANKBRI_ID @BNI @BNICustomerCare Dpt kami informasikan utk top up LinkAja melalui toko retail seperti Alfamart dan Indomaret di kenakan biaya Rp1.000,- ya Bpk Haqiem. Tks~Yuma"
"690","Untuk Topup Saldo @linkaja di Gerai @alfamart @Indomaret dikenakan biaya admin spt @gopayindonesia apa gratis spt @ovo_id ?

@Telkomsel @TelkomCare @TelkomIndonesia @mandiricare @bankmandiri @kontakBRI @BANKBRI_ID @BNI @BNICustomerCare"
"691","Isi @gopayindonesia Melalui mobil banking @BankBTNcoid Sedang ada masalahkah?  Terimakasih.. 
Cc @gojekindonesia"
"692","@gopayindonesia mohon follow up tiket #06998828, top up saldo gopay via mandiri online tapi saldo gopay tidak bertambah."
"693","@gopayindonesia Saya mendapatkan email bahwa saldo sudah disesuaikan, namun sudah lebih dari 1x24 jam tidak ada penambahan pada saldi gopay saya. Mohon penjelasannya. https://t.co/KXxqRLDhLp"
"694","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/GAEIgGTC2W"
"695","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/CNTzt1iQax"
"696","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/b0Iu2oL4aK"
"697","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/GyDRJAZEYv"
"698","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/mviQNkuFXk"
"699","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/FSJrHF8OCt"
"700","@gopayindonesia 
Selamat pagi min....
Seperti pagi-pagi sebelumnya, laporan harian pagi ini pun masih file excel kosong ( zonk ) ....setelah saya rela repot menggerakkan jari dan mengorbankan sedikit kuota untuk mendownloadnya. 
Makasih untuk zonknya.... https://t.co/1cFuJIigjH"
"701","@gopayindonesia 
Selamat pagi, masih zonk ya... https://t.co/yyRqLFq02Q"
"702","@gopayindonesia https://t.co/2vOLf2o41h"
"703","@gopayindonesia 
Menyebalkan! 
Setiap hari masuk email begini tapi didownload cuma file exel kosong. 
Komplain ke rekanusaha@go-pay.co.id jawabannya muter2.... https://t.co/Ac6Xchzvum"
"704","@gopayindonesia min promo gopay pay day periode 28 feb &amp; 1 maret di kota bandung ada borma, untuk borma mana saja yang sudah bisa metode pembayaran gopay ya ? https://t.co/OgQo6PQSFC"
"705","@gopayindonesia min promo gopay pay day periode 28 feb &amp; 1 maret di kota bandung ada borma, untuk borma mana saja yang sudah bisa metode pembayaran gopay ya ? https://t.co/pnQ8eWP8em"
"706","@bodenpulen @gopayindonesia Halo... tentunya masa masih dalam masa periode promo dan dan harus pakay gopay ya bro..."
"707","@PakAjiMumpung @gopayindonesia udah belanjan 30rb gak dapat vocer 100rb.y pdahal pertama beli d alfamart"
"708","@gopayindonesia Ga Ada vocer masuk min.  #dfc0f1 #Alfamart"
"709","@probanmotoparts @gopayindonesia Syarat dan ketentuannya apa min?"
"710","@gopayindonesia wth is goin on???? Q narik gopay q tp tak masuk jugak! Saldo gopay berkurang dan saldo atm q tak kunjung nambah. Apakah anda tahu ini akhir bulan?!"
"711","Kalau terima transaksi @gopayindonesia, kami ga terima sms notifikasi. Lalu mau pastikan duit nya masuk atau ga bgm? Lihat email, hanya sehari sekali, so apa yg harus kami lakukan? Utk wanti2 pengecekan kalau mmg ga masuk"
"712","@gopayindonesia @PakAjiMumpung Sebagai merchant, bagaimana caranya agar saya dapat berpartisipasi di promo ini? Trims."
"713","YA ALLOH INI SAPE YG NGASIH 680 PERAK KE GOPAYKU @gojekindonesia @gopayindonesia <U+0001F62D><U+0001F602> https://t.co/o9xnTjVyjn"
"714","@gopayindonesia @gojekindonesia Ok saya tunggu 1x24 jam"
"715","Halo @gojekindonesia @gopayindonesia saya order gojek namun dibatalkan. Tp knp gopay saya ikut kepotong??? Padahal kan status cancel. Tolong ditindaklanjuti ya. Walaupun nominalnya kecil, kalo kejadian kayak gini terus ttp ngerugiin customer. Tolong untuk diperbaiki https://t.co/Stldm4wCvz"
"716","@gojekindonesia KAK, semalem tgl 25 Feb, beli token pln. katanya cashback 10%. koq belum masuk juga cashback nya ? @gopayindonesia"
"717","@gojekindonesia min, saya ada voucher potongan utk pulsa, gopay nya ada, ngpas banget, tapi koq gmau di klik nih tombol order nya? @gopayindonesia emangnya kalo saldo gopay pas gitu ga bisa proses penbelian? payah ach https://t.co/5gCQK5pOYZ"
"718","Rasakan sensasi pedas beragam sajian kuliner terbaik di Pedes Sedep Festival, 27 Feb - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.
Cashback 30% dr @gopayindonesia 
by @garudaorganizer &amp;di dukung @duabelibis
#pedessedepfestival #rasapedas #festivalkuliner #emporiumpluitmall https://t.co/tcZKCwTtGl"
"719","@gopayindonesia @PakAjiMumpung Maksimal cashback berapa min?"
"720","Donasi yuk peduli kebaikan pendidikan &amp; literasi pake @gopayindonesia 

Cepat, mudah &amp; amanah

Info
+62 822-6492-1045

#WakafProduktif #OrangbaikBelibuku
#globalpeduli #Donasi #SedekahdenganBuku
#DonasiProduktif #AyoSedekah #AyoDonasi
#DonasiituMudah #SedekahProduktif
#Orangbaik https://t.co/wa8PoknhsF"
"721","@iamalphin_ @gopayindonesia @gojekindonesia Selamat sore Bapak Alpinus David P, mohon maaf atas kendala yang Bapak alami. Saat ini jaringan Mobile Banking kami terpantau normal. Terkait gagal top up Gopay mohon Bapak pastikan sisa saldo (1/2)"
"722","@iamalphin_ @gopayindonesia @gojekindonesia setelah top up adalah minimal Rp.150.000 ya. Terima kasih. -Raisha- (2/2)"
"723","@gopayindonesia barusan ada promo cashback 20% belli token PLN via Gopay, saya sudah coba pakai voucher nya tetapi tidak ada cashbacknya, apakah aplikasi @gojekindonesia sudah disusupi penipu ? apakah saya tertipu iklan Gojek Gopay ?"
"724","@gopayindonesia saya barusan pakai voucher ini dan tidak ada cashback nya, apakah saya tertipu ?"
"725","@gopayindonesia @gojekindonesia ...sy isi pulsa @IndosatCare pake @gopayindonesia engga masuk2 y?"
"726","@PakAjiMumpung @gopayindonesia Bersama gopay aja udh bahagia. Apalagi bersama bapak. Yakan pak :3 #2019AjiMumpung"
"727","@kancangopi_ @gopayindonesia @kontakBRI Pulsa Gopay itu apa btw?"
"728","Napa ya, top up @gopayindonesia via @kontakBRI ga dilakukan dengan metode virtual akun saja. Kan jadi enak, ga perlu ndadak ke ATM atau pake Mobile Banking yang ribet. Sediain metode internet banking buat top up gopay dong @kontakBRI ."
"729","Min @gopayindonesia saya kmrn transaksi di alfa kok gk dapat voucher yah?"
"730","@gopayindonesia gopay di trans semarang trouble terpaksa bayar cash @hendrarprihadi @PemkotSemarang"
"731","@ronisyam @gopayindonesia @kontakBRI Eh maksudnya? Saya malah tiap ngisi pulsa gopay pake briva koq"
"732","@ronisyam @gopayindonesia @kontakBRI Setujuuuuu sama oppa"
"733","akhirnya yg bisa diambil kayak pecahan 50an aku tarik semuaaa dan yg nominal sisanya ga sampek 50an aku topup di @gopayindonesia aja sampek akhirnya saldo atmku cuma 4500"
"734","Hai @BNICustomerCare, apakah ada masalah dengan M-Banking Anda? Saya ga bisa top up @gopayindonesia @gojekindonesia dari M-Banking saya. Nuhun. https://t.co/E1FowLa3V6"
